split,scene,path,pts_t0,pts_t1,xmin,ymin,zmin,xmax,ymax,zmax,ext_x,ext_y,ext_z,change_ratio,cubes_occupied,cubes_kept,cubes_dropped,med_pts_cube_t0,med_pts_cube_t1,class_0,class_1
test,Test/019-5,data/raw/indoorcd_ply\Test\019-5,74821,82840,-1.5340449810028076,-1.5758028030395508,-3.5980024337768555,2.3294601440429688,1.5029728412628174,0.6168895363807678,3.8635051250457764,3.078775644302368,4.2148919105529785,0.014171897633993239,10,3,7,12646,23425,81666,1174
test,Test/023-2,data/raw/indoorcd_ply\Test\023-2,195654,215823,-2.142362117767334,-1.4610798358917236,-1.9029802083969116,1.417338490486145,1.3717211484909058,3.2930076122283936,3.5597004890441895,2.83280086517334,5.195987701416016,0.0049160654795828065,18,13,5,12232,15885,214762,1061
test,Test/023-3,data/raw/indoorcd_ply\Test\023-3,195654,278447,-2.2835123538970947,-1.4929546117782593,-1.9412753582000732,1.320373773574829,1.4146944284439087,5.392103672027588,3.603886127471924,2.907649040222168,7.333378791809082,0.014699386238673787,24,15,9,11932,13533,274354,4093
test,Test/023-4,data/raw/indoorcd_ply\Test\023-4,195654,252563,-2.1907012462615967,-1.444393277168274,-1.8174790143966675,1.6601686477661133,1.3550792932510376,2.541217565536499,3.85086989402771,2.7994725704193115,4.358696460723877,0.018419166702961242,20,15,5,11196,11484,247911,4652
test,Test/023-5,data/raw/indoorcd_ply\Test\023-5,195654,275364,-2.2139346599578857,-1.430999994277954,-1.9923605918884277,2.0400261878967285,1.3877259492874146,2.6697568893432617,4.253960609436035,2.818726062774658,4.6621174812316895,0.04297221132755189,22,15,7,11732,14223,263531,11833
test,Test/026-2,data/raw/indoorcd_ply\Test\026-2,76656,85235,-0.975562572479248,-1.4158146381378174,-0.7625012993812561,0.750420331954956,1.480600357055664,0.7045133113861084,1.725982904434204,2.8964149951934814,1.4670145511627197,0.0,4,4,0,12126,13682,85235,0
test,Test/026-3,data/raw/indoorcd_ply\Test\026-3,76656,72447,-0.975562572479248,-1.3390402793884277,-0.6837931871414185,0.750420331954956,1.4564905166625977,0.7045133113861084,1.725982904434204,2.7955307960510254,1.3883064985275269,0.0020704791088657915,4,4,0,10913,10100,72297,150
test,Test/026-4,data/raw/indoorcd_ply\Test\026-4,76656,77469,-0.975562572479248,-1.357433557510376,-0.6837931871414185,0.750420331954956,1.4812997579574585,0.7045133113861084,1.725982904434204,2.838733196258545,1.3883064985275269,0.006518736526868812,4,3,1,18003,16482,76964,505
test,Test/026-5,data/raw/indoorcd_ply\Test\026-5,76656,82172,-0.975562572479248,-1.338017225265503,-0.6837931871414185,0.7549048662185669,1.4419726133346558,0.9149402976036072,1.730467438697815,2.779989719390869,1.5987334251403809,0.0038090833860682472,4,4,0,10904,10984,81859,313
test,Test/027-2,data/raw/indoorcd_ply\Test\027-2,93864,93444,-0.9183624982833862,-1.4059911966323853,-0.8303605318069458,1.4347010850906372,1.4059853553771973,0.8164449334144592,2.3530635833740234,2.811976432800293,1.6468055248260498,0.01676940199477762,5,4,1,16195,16004,91877,1567
test,Test/027-3,data/raw/indoorcd_ply\Test\027-3,93864,92339,-0.9161255955696106,-1.393048882484436,-0.8235926628112793,1.4347010850906372,1.403245449066162,0.8164449334144592,2.3508267402648926,2.7962942123413086,1.6400375366210938,0.011046253479028363,5,4,1,16027,13474,91319,1020
test,Test/027-4,data/raw/indoorcd_ply\Test\027-4,93864,101054,-0.9185373783111572,-1.4021286964416504,-0.8156287670135498,1.4888489246368408,1.403245449066162,0.8164449334144592,2.407386302947998,2.8053741455078125,1.6320736408233643,0.006105646486037168,5,5,0,6355,8231,100437,617
test,Test/035-2,data/raw/indoorcd_ply\Test\035-2,74775,74934,-1.9716876745224,-1.403261661529541,-0.6154810190200806,1.9106042385101318,1.3378868103027344,0.9181431531906128,3.882291793823242,2.7411484718322754,1.5336241722106934,0.009982117596818534,5,5,0,5098,6784,74186,748
test,Test/035-3,data/raw/indoorcd_ply\Test\035-3,74775,102603,-2.2629916667938232,-1.4226824045181274,-0.6154810190200806,1.9106042385101318,1.3378868103027344,1.4602725505828857,4.173595905303955,2.7605690956115723,2.075753688812256,0.07181076576708284,10,6,4,2559,8090,95235,7368
test,Test/035-4,data/raw/indoorcd_ply\Test\035-4,74775,98422,-2.008556842803955,-1.408168077468872,-0.6154810190200806,1.9106042385101318,1.3378868103027344,1.2946144342422485,3.919161081314087,2.7460548877716064,1.910095453262329,0.014559752900774218,7,5,2,5007,15062,96989,1433
test,Test/035-5,data/raw/indoorcd_ply\Test\035-5,74775,103171,-1.9716876745224,-1.4223297834396362,-0.6154810190200806,1.9106042385101318,1.387252926826477,1.2534900903701782,3.882291793823242,2.8095827102661133,1.8689711093902588,0.06944780994659353,7,5,2,5090,14065,96006,7165
test,Test/036-2,data/raw/indoorcd_ply\Test\036-2,170664,181324,-2.4560837745666504,-1.6720892190933228,-1.0225242376327515,2.467104911804199,1.6619503498077393,0.9574635028839111,4.92318868637085,3.3340396881103516,1.9799877405166626,0.0050737905627495535,11,9,2,13976,9733,180404,920
test,Test/036-3,data/raw/indoorcd_ply\Test\036-3,170664,148357,-2.4560837745666504,-1.666422963142395,-0.9457864761352539,2.1908836364746094,1.6710362434387207,0.9574635028839111,4.64696741104126,3.337459087371826,1.903249979019165,0.006949453008621096,10,8,2,19656,12631,147326,1031
test,Test/036-4,data/raw/indoorcd_ply\Test\036-4,170664,154793,-2.4560837745666504,-1.6602046489715576,-0.9598620533943176,2.009063482284546,1.656904935836792,0.9574635028839111,4.465147018432617,3.3171095848083496,1.917325496673584,0.02970418558978765,11,7,4,26989,12745,150195,4598
test,Test/036-5,data/raw/indoorcd_ply\Test\036-5,170664,159215,-2.4560837745666504,-1.6823692321777344,-1.0180859565734863,2.825010061264038,1.656904935836792,1.0263831615447998,5.281093597412109,3.3392741680145264,2.044469118118286,0.03317526614954621,11,9,2,13781,12597,153933,5282
test,Test/039-2,data/raw/indoorcd_ply\Test\039-2,165955,154177,-1.956463098526001,-1.5651254653930664,-0.8681491017341614,2.0703341960906982,1.764655351638794,0.9035733342170715,4.026797294616699,3.3297808170318604,1.771722435951233,0.006142291003197624,9,8,1,17528,14918,153230,947
test,Test/039-5,data/raw/indoorcd_ply\Test\039-5,165955,167112,-1.956463098526001,-1.5926876068115234,-0.942212700843811,2.6943888664245605,1.764655351638794,1.320889949798584,4.650852203369141,3.3573429584503174,2.2631025314331055,0.0720115850447604,11,8,3,18584,20795,155078,12034
test,Test/040-3,data/raw/indoorcd_ply\Test\040-3,282557,290411,-2.0667858123779297,-1.637244462966919,-1.4827221632003784,2.0865206718444824,1.6264684200286865,1.1868629455566406,4.153306484222412,3.2637128829956055,2.6695852279663086,0.01375980937361188,18,14,4,14197,14983,286415,3996
test,Test/040-4,data/raw/indoorcd_ply\Test\040-4,282557,294116,-2.2104852199554443,-1.637244462966919,-1.4827221632003784,2.084772825241089,1.6264684200286865,1.382637858390808,4.295258045196533,3.2637128829956055,2.8653600215911865,0.05408070285193597,18,15,3,14087,13192,278210,15906
test,Test/040-5,data/raw/indoorcd_ply\Test\040-5,282557,280568,-2.0667858123779297,-1.6386758089065552,-1.4827221632003784,2.084772825241089,1.6264684200286865,1.29030442237854,4.151558876037598,3.2651443481445312,2.773026466369629,0.06577728037409826,18,16,2,13623,9647,262113,18455
test,Test/041-2,data/raw/indoorcd_ply\Test\041-2,60677,56643,-0.7077151536941528,-1.477341651916504,-0.6135306358337402,0.7511088252067566,1.4762415885925293,0.6344772577285767,1.4588239192962646,2.953583240509033,1.248007893562317,0.020426177991984887,4,4,0,10062,9336,55486,1157
test,Test/041-3,data/raw/indoorcd_ply\Test\041-3,60677,61573,-0.7138528823852539,-1.4774717092514038,-0.6208253502845764,0.7511088252067566,1.4762415885925293,0.693734884262085,1.4649617671966553,2.9537134170532227,1.3145601749420166,0.04355805304272977,4,4,0,10063,9584,58891,2682
test,Test/041-4,data/raw/indoorcd_ply\Test\041-4,60677,57766,-0.7067763209342957,-1.477341651916504,-0.6137160062789917,0.7511088252067566,1.4762415885925293,0.6344772577285767,1.4578851461410522,2.953583240509033,1.2481932640075684,0.026295744901845376,4,3,1,19204,19769,56247,1519
test,Test/041-5,data/raw/indoorcd_ply\Test\041-5,60677,62375,-0.7085031270980835,-1.477341651916504,-0.5996230244636536,0.7511088252067566,1.4856030941009521,0.675931453704834,1.4596118927001953,2.962944746017456,1.2755544185638428,0.09397995991983968,4,4,0,10062,11442,56513,5862
test,Test/046-2,data/raw/indoorcd_ply\Test\046-2,40535,78094,-1.4243007898330688,-0.03469974547624588,-0.5909916162490845,0.8703944087028503,2.811107873916626,0.6775217056274414,2.2946951389312744,2.8458075523376465,1.2685133218765259,0.0013829487540656133,5,3,2,2558,4703,77986,108
test,Test/046-3,data/raw/indoorcd_ply\Test\046-3,40535,79628,-1.402092456817627,-0.03469974547624588,-0.5859923958778381,1.0063138008117676,2.7854604721069336,0.6775217056274414,2.4084062576293945,2.820160150527954,1.2635140419006348,0.0105113779072688,6,3,3,2234,3943,78791,837
test,Test/046-4,data/raw/indoorcd_ply\Test\046-4,40535,79372,-1.107282042503357,-0.03469974547624588,-0.6193372011184692,1.1984466314315796,2.7926206588745117,0.6863614320755005,2.3057286739349365,2.8273203372955322,1.3056986331939697,0.001688252784357204,5,2,3,20142,27582,79238,134
test,Test/046-5,data/raw/indoorcd_ply\Test\046-5,40535,67586,-1.3433505296707153,-0.03469974547624588,-0.5956931710243225,0.9485639333724976,2.7660131454467773,0.6775217056274414,2.291914463043213,2.800712823867798,1.2732148170471191,0.018376586867102654,5,3,2,1466,3877,66344,1242
test,Test/049-2,data/raw/indoorcd_ply\Test\049-2,150003,149853,-1.5344111919403076,-1.386230707168579,-1.181777834892273,1.4334522485733032,1.3811919689178467,1.2326239347457886,2.9678635597229004,2.767422676086426,2.4144017696380615,0.002962903645572661,11,9,2,11210,14429,149409,444
test,Test/049-5,data/raw/indoorcd_ply\Test\049-5,150003,169100,-1.6392183303833008,-1.3889838457107544,-1.1790539026260376,1.4334522485733032,1.3897908926010132,1.4235793352127075,3.0726704597473145,2.7787747383117676,2.602633237838745,0.005286812536960378,11,9,2,12401,17875,168206,894
test,Test/053-2,data/raw/indoorcd_ply\Test\053-2,296697,304679,-2.1238951683044434,-1.4602432250976562,-1.366781234741211,2.1367850303649902,1.3668955564498901,1.7000136375427246,4.260680198669434,2.827138900756836,3.0667948722839355,0.0,19,18,1,10944,12750,304679,0
test,Test/053-3,data/raw/indoorcd_ply\Test\053-3,296697,312948,-2.1238951683044434,-1.4615362882614136,-1.366781234741211,2.1395859718322754,1.3790934085845947,1.8375028371810913,4.263481140136719,2.8406295776367188,3.204284191131592,0.014753249741171056,21,18,3,10947,12510,308331,4617
test,Test/053-4,data/raw/indoorcd_ply\Test\053-4,296697,300865,-2.1271140575408936,-1.4602432250976562,-1.366781234741211,2.1519758701324463,1.3676843643188477,1.9253970384597778,4.27908992767334,2.827927589416504,3.292178153991699,0.027856347531284794,21,18,3,10925,12058,292484,8381
test,Test/053-5,data/raw/indoorcd_ply\Test\053-5,296697,301047,-2.1262645721435547,-1.4602432250976562,-1.3894422054290771,2.146026611328125,1.3666231632232666,1.547344446182251,4.27229118347168,2.826866388320923,2.936786651611328,0.03179902141526074,18,18,0,11212,12828,291474,9573
test,Test/055-2,data/raw/indoorcd_ply\Test\055-2,93236,94675,0.45318448543548584,-1.4026707410812378,-0.8545084595680237,2.5187315940856934,1.4244004487991333,0.9536020159721375,2.065546989440918,2.827071189880371,1.8081104755401611,0.003971481383681014,5,3,2,21114,21043,94299,376
test,Test/055-4,data/raw/indoorcd_ply\Test\055-4,93236,86978,0.3891417384147644,-1.415955901145935,-0.8545084595680237,2.5187315940856934,1.4244004487991333,0.8463504910469055,2.129589796066284,2.8403563499450684,1.7008589506149292,0.004840304444802134,6,3,3,21394,21220,86557,421
test,Test/055-5,data/raw/indoorcd_ply\Test\055-5,93236,95841,0.4959334135055542,-1.4025996923446655,-0.8726993203163147,2.7167985439300537,1.4244004487991333,0.8709112405776978,2.220865249633789,2.827000141143799,1.7436106204986572,0.008482799636898613,7,3,4,21095,21178,95028,813
test,Test/065-2,data/raw/indoorcd_ply\Test\065-2,49925,54728,-0.6787952780723572,-1.1270976066589355,-0.341470330953598,0.6836247444152832,1.159870982170105,0.9124861359596252,1.3624200820922852,2.28696870803833,1.2539564371109009,0.0003837158310188569,3,2,1,24962,27010,54707,21
test,Test/065-3,data/raw/indoorcd_ply\Test\065-3,49925,60208,-0.7008687853813171,-1.1217763423919678,-0.3772604167461395,1.673895001411438,1.1683522462844849,0.4851444959640503,2.3747637271881104,2.290128707885742,0.8624049425125122,0.007523917087430242,4,2,2,24962,29580,59755,453
test,Test/065-4,data/raw/indoorcd_ply\Test\065-4,49925,58093,-0.6849947571754456,-1.1327639818191528,-0.46935129165649414,1.4037789106369019,1.233885645866394,0.6424780488014221,2.088773727416992,2.366649627685547,1.1118292808532715,0.001118895564009433,4,2,2,24962,28888,58028,65
test,Test/065-5,data/raw/indoorcd_ply\Test\065-5,49925,60417,-0.6787952780723572,-1.1222927570343018,-0.39148157835006714,1.9685606956481934,1.159870982170105,0.6623818278312683,2.6473560333251953,2.282163619995117,1.0538634061813354,0.00797788701855438,5,2,3,24962,28171,59935,482
test,Test/067-2,data/raw/indoorcd_ply\Test\067-2,151719,160705,-1.6302306652069092,-1.671226978302002,-0.9917559027671814,2.735898733139038,1.7420233488082886,1.0648689270019531,4.366129398345947,3.41325044631958,2.0566248893737793,0.0,10,8,2,17976,17839,160705,0
test,Test/067-4,data/raw/indoorcd_ply\Test\067-4,151719,171877,-1.6630247831344604,-1.6671562194824219,-0.9778322577476501,2.735898733139038,1.7751312255859375,1.0648689270019531,4.398923397064209,3.4422874450683594,2.042701244354248,0.01882159916684606,10,8,2,17798,21213,168642,3235
test,Test/067-5,data/raw/indoorcd_ply\Test\067-5,151719,241606,-3.518988609313965,-1.6671562194824219,-1.0220437049865723,2.735898733139038,1.700270175933838,1.082309365272522,6.254887580871582,3.3674263954162598,2.1043529510498047,0.013186758606988237,15,8,7,17905,22299,238420,3186
test,Test/071-2,data/raw/indoorcd_ply\Test\071-2,286399,320616,-2.672877788543701,-1.4411664009094238,-1.2682634592056274,2.529935359954834,1.4732956886291504,1.970650553703308,5.202813148498535,2.914462089538574,3.2389140129089355,0.008988946278414053,19,17,2,16840,17716,317734,2882
test,Test/071-3,data/raw/indoorcd_ply\Test\071-3,286399,329178,-2.672877788543701,-1.4411664009094238,-1.235093593597412,2.529935359954834,1.421601414680481,1.484751582145691,5.202813148498535,2.8627676963806152,2.7198452949523926,0.0015219729143502907,18,17,1,16482,17455,328677,501
test,Test/071-4,data/raw/indoorcd_ply\Test\071-4,286399,314872,-2.672877788543701,-1.4411664009094238,-1.235093593597412,2.5432701110839844,1.423901915550232,1.5589215755462646,5.2161478996276855,2.8650684356689453,2.7940151691436768,0.046345816712822986,18,17,1,16482,16620,300279,14593
test,Test/071-5,data/raw/indoorcd_ply\Test\071-5,286399,322832,-2.672877788543701,-1.4411664009094238,-1.235093593597412,2.529935359954834,1.46610426902771,1.3904142379760742,5.202813148498535,2.907270669937134,2.6255078315734863,0.04321132973187292,18,17,1,16482,17902,308882,13950
test,Test/085-2,data/raw/indoorcd_ply\Test\085-2,90267,93259,-1.1365244388580322,-1.3733999729156494,-0.7215101718902588,0.9427785277366638,1.330140471458435,0.8145029544830322,2.079303026199341,2.703540325164795,1.536013126373291,0.0027772118508669406,8,6,2,8504,7435,93000,259
test,Test/085-3,data/raw/indoorcd_ply\Test\085-3,90267,100300,-1.0702115297317505,-1.3733999729156494,-0.7157114148139954,0.9467709064483643,1.342138409614563,0.9886853098869324,2.0169825553894043,2.715538501739502,1.7043967247009277,0.020139581256231307,7,4,3,14391,16622,98280,2020
test,Test/085-4,data/raw/indoorcd_ply\Test\085-4,90267,104322,-1.0702115297317505,-1.4134660959243774,-0.7159891724586487,0.9427785277366638,1.3379604816436768,0.8089123368263245,2.0129899978637695,2.7514266967773438,1.5249015092849731,0.3033109027817718,6,4,2,14785,15816,72680,31642
test,Test/085-5,data/raw/indoorcd_ply\Test\085-5,90267,117449,-1.139214038848877,-1.3922473192214966,-0.7216491103172302,0.9693959951400757,1.3330962657928467,0.9394901394844055,2.108610153198242,2.725343704223633,1.6611392498016357,0.25958501136663575,8,6,2,8475,9379,86961,30488
test,Test/106-2,data/raw/indoorcd_ply\Test\106-2,67663,67011,-0.969302773475647,-1.4010978937149048,-0.5450087189674377,1.0238133668899536,1.4026246070861816,0.604719877243042,1.9931161403656006,2.803722381591797,1.149728536605835,0.034113802211577206,3,3,0,15590,18621,64725,2286
test,Test/106-3,data/raw/indoorcd_ply\Test\106-3,67663,71927,-0.969302773475647,-1.3954349756240845,-0.5174657106399536,1.0185211896896362,1.4047977924346924,0.6102638244628906,1.9878239631652832,2.8002328872680664,1.1277295351028442,0.026443477414600916,3,2,1,33744,35590,70025,1902
test,Test/106-4,data/raw/indoorcd_ply\Test\106-4,67663,75508,-1.40825355052948,-1.3878698348999023,-0.5281612873077393,0.9437944293022156,1.4117835760116577,0.5679423809051514,2.352047920227051,2.7996535301208496,1.0961036682128906,0.028871112994649572,5,2,3,33484,37400,73328,2180
test,Test/106-5,data/raw/indoorcd_ply\Test\106-5,67663,68158,-1.0330331325531006,-1.3878698348999023,-0.5347590446472168,0.9437944293022156,1.4022830724716187,0.6705137491226196,1.976827621459961,2.7901530265808105,1.2052727937698364,0.04837289826579418,3,3,0,15307,19227,64861,3297
test,Test/111-2,data/raw/indoorcd_ply\Test\111-2,98838,102272,-1.0673991441726685,-1.559004306793213,-0.506500780582428,0.8166918754577637,1.4843446016311646,1.0811309814453125,1.8840910196304321,3.043348789215088,1.5876317024230957,0.0,4,4,0,18580,19565,102272,0
test,Test/111-3,data/raw/indoorcd_ply\Test\111-3,98838,104394,-1.4677557945251465,-1.5745680332183838,-0.5197640061378479,0.8166918754577637,1.4871433973312378,1.0778875350952148,2.28444766998291,3.061711311340332,1.597651481628418,0.01939766653255934,8,8,0,7891,7107,102369,2025
test,Test/111-4,data/raw/indoorcd_ply\Test\111-4,98838,103645,-1.192629337310791,-1.550695538520813,-0.5049840211868286,0.8175489902496338,1.483433723449707,1.0792596340179443,2.010178327560425,3.0341291427612305,1.584243655204773,0.020763182015533795,8,5,3,6593,9227,101493,2152
test,Test/111-5,data/raw/indoorcd_ply\Test\111-5,98838,128537,-1.3365068435668945,-1.555803656578064,-0.5053117275238037,0.8274336457252502,1.483433723449707,1.3477797508239746,2.1639404296875,3.0392374992370605,1.8530914783477783,0.029571251857441826,8,8,0,6560,9364,124736,3801
test,Test/119-2,data/raw/indoorcd_ply\Test\119-2,80380,79312,-0.7878038883209229,-1.3910211324691772,-0.7458989024162292,0.7229064702987671,1.4103013277053833,0.7758495211601257,1.51071035861969,2.8013224601745605,1.521748423576355,0.001147367359289893,4,4,0,12174,10920,79221,91
test,Test/119-3,data/raw/indoorcd_ply\Test\119-3,80380,72990,-0.8532593846321106,-1.3849378824234009,-0.7458989024162292,0.7229064702987671,1.4256023168563843,0.6961441040039062,1.5761659145355225,2.810540199279785,1.4420430660247803,0.012248253185367859,4,4,0,12122,10223,72096,894
test,Test/119-4,data/raw/indoorcd_ply\Test\119-4,80380,77498,-0.8238259553909302,-1.3849378824234009,-0.7458989024162292,0.7229064702987671,1.4163706302642822,0.6961441040039062,1.5467324256896973,2.8013086318969727,1.4420430660247803,0.030439495212779683,4,4,0,12122,10066,75139,2359
test,Test/119-5,data/raw/indoorcd_ply\Test\119-5,80380,77915,-0.8711191415786743,-1.3849378824234009,-0.7458989024162292,0.7229064702987671,1.4103013277053833,0.7191339135169983,1.5940256118774414,2.795239210128784,1.4650328159332275,0.044676891484309825,4,4,0,12122,10037,74434,3481
test,Test/120-2,data/raw/indoorcd_ply\Test\120-2,108883,135597,-1.4280611276626587,-1.481024146080017,-1.3793288469314575,0.8952368497848511,1.385578989982605,1.6670045852661133,2.3232979774475098,2.866603136062622,3.0463333129882812,0.006747936901258878,12,10,2,8908,10876,134682,915
test,Test/120-3,data/raw/indoorcd_ply\Test\120-3,108883,131968,-1.334151268005371,-1.481024146080017,-1.486131191253662,0.8952368497848511,1.362278938293457,1.4810541868209839,2.2293882369995117,2.8433032035827637,2.9671854972839355,0.01212415130940834,11,10,1,7535,10486,130368,1600
test,Test/120-4,data/raw/indoorcd_ply\Test\120-4,108883,151067,-1.3610435724258423,-1.481024146080017,-1.364558219909668,1.6449049711227417,1.3909058570861816,1.63620924949646,3.005948543548584,2.8719301223754883,3.000767469406128,0.02038168494773842,12,9,3,8588,18183,147988,3079
test,Test/120-5,data/raw/indoorcd_ply\Test\120-5,108883,138057,-1.5782567262649536,-1.481024146080017,-1.2061882019042969,0.8968087434768677,1.3699473142623901,1.676888346672058,2.4750654697418213,2.8509714603424072,2.8830766677856445,0.037202025250440036,11,10,1,8557,12646,132921,5136
test,Test/123-2,data/raw/indoorcd_ply\Test\123-2,61615,63033,-1.060492992401123,-1.3641942739486694,-2.554954767227173,0.6271035075187683,0.9523560404777527,-1.3657172918319702,1.6875965595245361,2.3165502548217773,1.1892374753952026,0.00012691764631224913,3,2,1,30798,31173,63025,8
test,Test/123-3,data/raw/indoorcd_ply\Test\123-3,61615,64559,-1.060492992401123,-1.3641942739486694,-2.554954767227173,0.6279869675636292,1.0037868022918701,-1.4593192338943481,1.6884799003601074,2.36798095703125,1.0956355333328247,0.0048018091977880695,4,2,2,30798,32161,64249,310
test,Test/123-4,data/raw/indoorcd_ply\Test\123-4,61615,65472,-1.060492992401123,-1.3641942739486694,-2.554954767227173,0.6271035075187683,0.9523560404777527,-1.3439403772354126,1.6875965595245361,2.3165502548217773,1.2110143899917603,0.01386852394916911,4,2,2,30798,32018,64564,908
test,Test/123-5,data/raw/indoorcd_ply\Test\123-5,61615,65641,-1.060492992401123,-1.3663712739944458,-2.554954767227173,0.6271035075187683,0.9523560404777527,-1.2599843740463257,1.6875965595245361,2.3187272548675537,1.2949703931808472,0.015112505903322618,4,2,2,30798,31306,64649,992
test,Test/147-2,data/raw/indoorcd_ply\Test\147-2,88061,96198,-1.0710463523864746,-1.1734743118286133,-1.03995680809021,1.2651753425598145,1.710309386253357,1.070915699005127,2.336221694946289,2.8837838172912598,2.110872507095337,0.013981579658620761,7,4,3,15358,20058,94853,1345
test,Test/147-3,data/raw/indoorcd_ply\Test\147-3,88061,128184,-1.3425016403198242,-1.1734743118286133,-1.03995680809021,1.2651753425598145,1.70786714553833,1.2329668998718262,2.6076769828796387,2.8813414573669434,2.272923707962036,0.01418273731510953,12,7,5,7890,8948,126366,1818
test,Test/147-4,data/raw/indoorcd_ply\Test\147-4,88061,106705,-1.0710463523864746,-1.1734743118286133,-1.03995680809021,1.2651753425598145,1.6505405902862549,1.1258430480957031,2.336221694946289,2.824014902114868,2.165799856185913,0.0372334942130172,8,4,4,15358,22816,102732,3973
test,Test/147-5,data/raw/indoorcd_ply\Test\147-5,88061,120078,-1.1187340021133423,-1.1734743118286133,-1.03995680809021,1.2651753425598145,1.7012273073196411,1.1350135803222656,2.383909225463867,2.874701499938965,2.1749703884124756,0.016930661736537917,8,4,4,15234,24955,118045,2033
